# test comment
"lm.model","lm.AIC","lm.p_value","lm.std_err","lm.t_value","lm.estimate","anova_c_0.001.model","anova_c_0.001.p_value","anova_c_0.001.estimate","anova_c_0.001.std_err","anova_c_0.001.AIC","anova_c_1.model","anova_c_1.p_value","anova_c_1.estimate","anova_c_1.std_err","anova_c_1.AIC","anova_c_100000000.model","anova_c_100000000.p_value","anova_c_100000000.estimate","anova_c_100000000.std_err","anova_c_100000000.AIC","anova_c_10000.model","anova_c_10000.p_value","anova_c_10000.estimate","anova_c_10000.std_err","anova_c_10000.AIC","tweedie.model","tweedie.AIC","tweedie.p_value","tweedie.std_err","tweedie.t_value","tweedie.estimate","tweedie.link.power","tweedie.var.power","quantile_regression.model","quantile_regression.AIC","quantile_regression.p_value","quantile_regression.estimate","quantile_regression.lower_bound","quantile_regression.upper_bound","quantile_regression.std_err"
"lm",1562.9331458007,0.0686798598724748,1.68608284689952,1.8304908368789,3.08635920146827,"anova",0.0376851569663713,1.35355708536922,0.646919175790427,1179.75638168354,"anova",0.0308013419892982,0.401425275991468,0.184547909559104,678.031476475385,"anova",0.0686797849902611,3.08635925004047e-08,1.68608241376152e-08,-5805.33925453631,"anova",0.0684305171066916,0.000308185420660502,0.000168209246416216,-2122.15078847854,"tweedie",2024.81776892308,0.0719238831951707,0.250638080250092,1.80928204555469,0.453474978528786,0,1.5,"quantile_regression",1446.54308120769,0.108192652132465,2.46636043299908,1.83197281145654,3.48775193183839,1.52842146333382
"lm",1850.06429822504,0.27926223937126,3.45642866261139,1.08495181023891,3.75005853446187,"anova",0.142201574542862,-0.969570605465233,0.658000697399861,1186.55023208513,"anova",0.553102611771789,-0.115485609668431,0.194377300546262,698.788282992438,"anova",0.279262335083664,3.75005435498647e-08,3.45642550052095e-08,-5518.20836529337,"anova",0.280974131347975,0.000370293578745608,0.000342520209276761,-1837.70201152925,"tweedie",2433.44333678322,0.233478448680441,0.356195502196692,1.19509743845681,0.425688332265105,0,1.5,"quantile_regression",1552.62081589669,0.0992543006119255,-2.20486146613134,-4.00999172146681,-1.26646938308705,1.33123401818098
"lm",1575.19908342263,0.449757543143324,1.73858721942758,0.757321550119975,1.31666956803567,"anova",0.34419817887921,0.622952218003561,0.657004043552511,1185.94390481822,"anova",0.438393525689752,0.148362492803895,0.191071143160477,691.926169993612,"anova",0.449757432230269,1.31666960233804e-08,1.73858683863629e-08,-5793.07330176768,"anova",0.450115199129256,0.000131277391733116,0.000173481391917233,-2109.80613901388,"tweedie",2078.19034195536,0.446696666218064,0.225680619056401,0.762453605852386,0.172071001770551,0,1.5,"quantile_regression",1488.40036200523,0.112572259615403,2.8369851608345,-0.473257290285008,3.74772499200772,1.77999521104152
"lm",1951.80796884943,0.342899634706111,4.45753112850904,-0.950731741992525,-4.2379163347933,"anova",0.479032903476094,-0.468762983174289,0.660971730905623,1188.35226431382,"anova",0.715234010654943,-0.0716035622436264,0.195981796798173,702.076548179464,"anova",0.342899920522429,-4.23790727792831e-08,4.45752424806611e-08,-5416.46494615386,"anova",0.3452942987255,-0.000415332622628244,0.000439034155301586,-1738.4033909657,"tweedie",2544.96290000896,0.286881199678002,0.406826167193528,-1.06786599170563,-0.434435828481919,0,1.5,"quantile_regression",1593.50742284467,0.094638171277611,-2.65489223395045,-3.55924564119191,2.6750824680495,1.58079392301862
"lm",1725.3347799223,0.96102944871835,2.53048777807323,0.0489236592561006,0.123800721806182,"anova",0.100008246664167,1.09957342248274,0.665381696191997,1191.01217769549,"anova",0.2473721197573,0.233410927332362,0.201184920744886,712.557631132325,"anova",0.961029184625923,1.23801510646764e-09,2.53048673982934e-08,-5642.93768177627,"anova",0.95939889770363,1.28455410921547e-05,0.000252009731279166,-1960.44719480771,"tweedie",2343.4374137984,0.961059449633743,0.265923411433611,0.0488859659040562,0.0129999228244338,0,1.5,"quantile_regression",1573.24538228754,0.0753543165886008,3.30124030950313,-0.380107477911034,4.07920166109458,1.84664450064163
"lm",1890.36521557808,0.114106777770379,3.822819238455,1.58700674434271,6.06683991383115,"anova",0.529551751819329,-0.41206759132436,0.654283605948486,1184.28419788324,"anova",0.837800294343342,0.0393233824671048,0.191842463254899,693.537648143741,"anova",0.114106745917394,6.06683370083454e-08,3.82281498488024e-08,-5477.90752707514,"anova",0.114075288703092,0.000600110738315312,0.0003781068879709,-1798.16350476619,"tweedie",2417.44100850875,0.0634296407007052,0.358219492727045,1.86664435746983,0.668668394834644,0,1.5,"quantile_regression",1571.56884617934,0.530624568742906,-0.84096688655344,-3.72179753643043,1.83247453089382,1.33878326843953
"lm",1553.26564804417,0.789746400596073,1.64582084242623,-0.267000836623759,-0.439435541860624,"anova",0.700439663809779,0.25108255605791,0.651679631837119,1182.68906718621,"anova",0.807040357711276,0.0448293827698361,0.183296551344254,675.30997176329,"anova",0.789746621781996,-4.3943496091641e-09,1.64582043994902e-08,-5815.00674735478,"anova",0.789992774004152,-4.37807056303892e-05,0.000164169190039548,-2131.87525893884,"tweedie",1995.1379690951,0.789413752804959,0.247500322988896,-0.267433523615772,-0.0661898834729621,0,1.5,"quantile_regression",1435.97129943618,0.0856783940094443,2.19235863282552,-1.79769313486232e+308,3.41555159333684,1.26926136664041
"lm",1712.23809178416,0.249563382274571,2.44897693909607,1.15480182072679,2.82808302818607,"anova",0.730112389539456,-0.223250023543993,0.646232569540393,1179.33161710844,"anova",0.653202181299804,0.0867359551279409,0.192746245038564,695.417648108143,"anova",0.249563293666891,2.82808232692653e-08,2.4489758719825e-08,-5656.03438009223,"anova",0.24936244628981,0.000281734972682441,0.000243864372557215,-1973.58938775856,"tweedie",2192.91565950851,0.243265527278462,0.253537253746486,1.17035333682581,0.296728170931853,0,1.5,"quantile_regression",1561.65593340217,0.97531541414016,0.0644405527911802,-1.4472704544431,2.27819526598755,2.07996152195487
"lm",1732.33781612049,0.132480412097605,2.57518061218217,1.51061657876608,3.89011052607937,"anova",0.224978724380257,0.803956069152302,0.660498913207232,1188.06602702468,"anova",0.0558920324684286,0.371221612443187,0.193024917549635,695.995550422405,"anova",0.13248013512556,3.89011116343343e-08,2.57517918110366e-08,-5635.93470374838,"anova",0.13041626543977,0.000388941251583838,0.000256090127065442,-1954.0224994406,"tweedie",2284.05257649399,0.155496388414333,0.333844212027651,1.42581503347282,0.476000096346912,0,1.5,"quantile_regression",1527.3047563763,0.193667358185793,2.07288763883047,-1.79769313486232e+308,5.51677283012156,1.58935062999751
"lm",1549.56552039283,0.734774491056488,1.63066667291744,-0.339258586511793,-0.553217670525858,"anova",0.26104547659786,-0.737118716297696,0.653969999600809,1184.09242689795,"anova",0.322046553576986,-0.185721763097244,0.187079278642831,683.480826393886,"anova",0.734774695287124,-5.53217107979055e-09,1.63066631994658e-08,-5818.70686377133,"anova",0.733999068508784,-5.53673534864208e-05,0.000162706489524644,-2135.45511603899,"tweedie",2069.47987772124,0.73565552804749,0.25467335454928,-0.338087395708576,-0.086101851195933,0,1.5,"quantile_regression",1425.59413500881,1,0,-2.79233673533621,0,1.47820933592072
